2.44949;1
2.73861;2
2.85774;3
2.92261;4
2.96339;5
2.99138;6
3.01177;7
3.0273;8
3.03951;9
3.04936;10
3.05748;11
3.06429;12
3.07008;13
3.07506;14
3.07939;15
3.08319;16
3.08656;17
3.08956;18
3.09225;19
3.09467;20
3.09687;21
3.09887;22
3.1007;23
3.10238;24
3.10392;25
3.10535;26
3.10668;27
3.10791;28
3.10906;29
3.11013;30
3.11113;31
3.11207;32
3.11296;33
3.11379;34
3.11458;35
3.11532;36
3.11603;37
3.11669;38
3.11733;39
3.11793;40
3.1185;41
3.11904;42
3.11956;43
3.12006;44
3.12054;45
3.12099;46
3.12143;47
3.12184;48
3.12224;49
3.12263;50
3.123;51
3.12335;52
3.12369;53
3.12402;54
3.12434;55
3.12465;56
3.12494;57
3.12523;58
3.1255;59
3.12577;60
3.12603;61
3.12628;62
3.12652;63
3.12675;64
3.12698;65
3.1272;66
3.12741;67
3.12762;68
3.12782;69
3.12802;70
3.12821;71
3.12839;72
3.12857;73
3.12875;74
3.12892;75
3.12909;76
3.12925;77
3.1294;78
3.12956;79
3.12971;80
3.12985;81
мар.13;82
3.13014;83
3.13027;84
3.1304;85
3.13053;86
3.13066;87
3.13078;88
3.13091;89
3.13102;90
3.13114;91
3.13125;92
3.13136;93
3.13147;94
3.13158;95
3.13168;96
3.13178;97
3.13188;98
3.13198;99
3.13208;100
3.13217;101
3.13226;102
3.13235;103
3.13244;104
3.13253;105
3.13261;106
3.1327;107
3.13278;108
3.13286;109
3.13294;110
3.13302;111
3.13309;112
3.13317;113
3.13324;114
3.13331;115
3.13339;116
3.13346;117
3.13352;118
3.13359;119
3.13366;120
3.13372;121
3.13379;122
3.13385;123
3.13391;124
3.13397;125
3.13403;126
3.13409;127
3.13415;128
3.13421;129
3.13427;130
3.13432;131
3.13438;132
3.13443;133
3.13448;134
3.13454;135
3.13459;136
3.13464;137
3.13469;138
3.13474;139
3.13479;140
3.13484;141
3.13488;142
3.13493;143
3.13498;144
3.13502;145
3.13507;146
3.13511;147
3.13516;148
3.1352;149
3.13524;150
3.13528;151
3.13532;152
3.13537;153
3.13541;154
3.13545;155
3.13548;156
3.13552;157
3.13556;158
3.1356;159
3.13564;160
3.13567;161
3.13571;162
3.13575;163
3.13578;164
3.13582;165
3.13585;166
3.13589;167
3.13592;168
3.13595;169
3.13599;170
3.13602;171
3.13605;172
3.13608;173
3.13612;174
3.13615;175
3.13618;176
3.13621;177
3.13624;178
3.13627;179
3.1363;180
3.13633;181
3.13636;182
3.13638;183
3.13641;184
3.13644;185
3.13647;186
3.1365;187
3.13652;188
3.13655;189
3.13658;190
3.1366;191
3.13663;192
3.13665;193
3.13668;194
3.1367;195
3.13673;196
3.13675;197
3.13678;198
3.1368;199
3.13683;200
3.13685;201
3.13687;202
3.1369;203
3.13692;204
3.13694;205
3.13697;206
3.13699;207
3.13701;208
3.13703;209
3.13705;210
3.13707;211
3.1371;212
3.13712;213
3.13714;214
3.13716;215
3.13718;216
3.1372;217
3.13722;218
3.13724;219
3.13726;220
3.13728;221
3.1373;222
3.13732;223
3.13734;224
3.13736;225
3.13737;226
3.13739;227
3.13741;228
3.13743;229
3.13745;230
3.13747;231
3.13748;232
3.1375;233
3.13752;234
3.13754;235
3.13755;236
3.13757;237
3.13759;238
3.1376;239
3.13762;240
3.13764;241
3.13765;242
3.13767;243
3.13769;244
3.1377;245
3.13772;246
3.13773;247
3.13775;248
3.13776;249
3.13778;250
3.13779;251
3.13781;252
3.13782;253
3.13784;254
3.13785;255
3.13787;256
3.13788;257
3.1379;258
3.13791;259
3.13793;260
3.13794;261
3.13795;262
3.13797;263
3.13798;264
3.13799;265
3.13801;266
3.13802;267
3.13803;268
3.13805;269
3.13806;270
3.13807;271
3.13809;272
3.1381;273
3.13811;274
3.13812;275
3.13814;276
3.13815;277
3.13816;278
3.13817;279
3.13819;280
3.1382;281
3.13821;282
3.13822;283
3.13823;284
3.13825;285
3.13826;286
3.13827;287
3.13828;288
3.13829;289
3.1383;290
3.13832;291
3.13833;292
3.13834;293
3.13835;294
3.13836;295
3.13837;296
3.13838;297
3.13839;298
3.1384;299
3.13841;300
3.13842;301
3.13843;302
3.13844;303
3.13846;304
3.13847;305
3.13848;306
3.13849;307
3.1385;308
3.13851;309
3.13852;310
3.13853;311
3.13854;312
3.13855;313
3.13856;314
3.13856;315
3.13857;316
3.13858;317
3.13859;318
3.1386;319
3.13861;320
3.13862;321
3.13863;322
3.13864;323
3.13865;324
3.13866;325
3.13867;326
3.13868;327
3.13868;328
3.13869;329
3.1387;330
3.13871;331
3.13872;332
3.13873;333
3.13874;334
3.13875;335
3.13875;336
3.13876;337
3.13877;338
3.13878;339
3.13879;340
3.1388;341
3.1388;342
3.13881;343
3.13882;344
3.13883;345
3.13884;346
3.13884;347
3.13885;348
3.13886;349
3.13887;350
3.13887;351
3.13888;352
3.13889;353
3.1389;354
3.13891;355
3.13891;356
3.13892;357
3.13893;358
3.13894;359
3.13894;360
3.13895;361
3.13896;362
3.13896;363
3.13897;364
3.13898;365
3.13899;366
3.13899;367
3.139;368
3.13901;369
3.13901;370
3.13902;371
3.13903;372
3.13903;373
3.13904;374
3.13905;375
3.13906;376
3.13906;377
3.13907;378
3.13908;379
3.13908;380
3.13909;381
3.1391;382
3.1391;383
3.13911;384
3.13911;385
3.13912;386
3.13913;387
3.13913;388
3.13914;389
3.13915;390
3.13915;391
3.13916;392
3.13916;393
3.13917;394
3.13918;395
3.13918;396
3.13919;397
3.1392;398
3.1392;399
3.13921;400
3.13921;401
3.13922;402
3.13923;403
3.13923;404
3.13924;405
3.13924;406
3.13925;407
3.13925;408
3.13926;409
3.13927;410
3.13927;411
3.13928;412
3.13928;413
3.13929;414
3.13929;415
3.1393;416
3.1393;417
3.13931;418
3.13932;419
3.13932;420
3.13933;421
3.13933;422
3.13934;423
3.13934;424
3.13935;425
3.13935;426
3.13936;427
3.13936;428
3.13937;429
3.13937;430
3.13938;431
3.13938;432
3.13939;433
3.13939;434
3.1394;435
3.1394;436
3.13941;437
3.13941;438
3.13942;439
3.13942;440
3.13943;441
3.13943;442
3.13944;443
3.13944;444
3.13945;445
3.13945;446
3.13946;447
3.13946;448
3.13947;449
3.13947;450
3.13948;451
3.13948;452
3.13949;453
3.13949;454
3.1395;455
3.1395;456
3.1395;457
3.13951;458
3.13951;459
3.13952;460
3.13952;461
3.13953;462
3.13953;463
3.13954;464
3.13954;465
3.13954;466
3.13955;467
3.13955;468
3.13956;469
3.13956;470
3.13957;471
3.13957;472
3.13958;473
3.13958;474
3.13958;475
3.13959;476
3.13959;477
